かな,英語,ローマ字
やさい,vegetable,yasai
やさしい,easy,yasashii
やさしい,gentle,yasashii
やしなう,foster,yashinau
やじるし,arrow,yajirushi
やすい,inexpensive,yasui
やすうり,sale,yasūri
やすっぽい,cheap,yasuppoi
やすみ,rest,yasumi
やすむ,take a day off,yasumu
やすめる,give a rest,yasumeru
やせがまん,feigned stoicism,yasegaman
やせる,lose weight,yaseru
やたらに,frequently,yatarani
やちん,rent,yachin
やつあたり,taking one's anger out on others,yatsuatari
やっきょく,drugstore,yakkyoku
やっつ,eight (things),yattsu
やっつける,beat,yattsukeru
やってくる,come,yattekuru
やっと,at last,yatto
やっぱり,just as I thought,yappari
やとう,employ,yatō
やとう,opposition party,yatō
やぬし,landlord,yanushi
やね,roof,yane
やはり,as expected,yahari
やぶさめ,horseback archery,yabusame
やぶる,tear,yaburu
やぶる,defeat,yaburu
やぶれる,tear,yabureru
やぶれる,be defeated,yabureru
やま,mountain,yama
やまのぼり,mountain climbing,yamanobori
やむ,stop,yamu
やめる,stop,yameru
やめる,resign,yameru
やや,little,yaya
やりかた,way of doing,yarikata
やりなおし,doing over,yarinaoshi
やりなおす,do over again,yarinaosu
やる,do,yaru
やる,give (to an inferior),yaru
やわらか,soft,yawaraka
やわらかい,soft,yawarakai
やわらかい,soft,yawarakai
やわらぐ,soften,yawaragu
やわらげる,soften,yawarageru
ゆ,hot water,yu
ゆうえき,beneficial,yūeki
ゆうえんち,amusement park,yūenchi
ゆうがい,harmful,yūgai
ゆうがた,evening,yūgata
ゆうかん,evening edition,yūkan
ゆうかん,brave,yūkan
ゆうき,courage,yūki
ゆうぐれ,evening,yūgure
ゆうげん,limited,yūgen
ゆうこう,effective,yūkō
ゆうしゅう,excellent,yūshū
ゆうしょう,victory,yūshō
ゆうじょう,friendship,yūjō
ゆうしょく,supper,yūshoku
ゆうじん,friend,yūjin
ゆうする,have,yūsuru
ゆうそう,mailing,yūsō
ゆうだい,grand,yūdai
ゆうだち,sudden evening shower,yūdachi
ゆーちゅーぶ,YouTube,yūchūbu
ゆうどく,poisonous,yūdoku
ゆうのう,able,yūnō
ゆうはん,evening meal,yūhan
ゆうひ,setting sun,yūhi
ゆうびん,mail service,yūbin
ゆうびんきょく,post office,yūbinkyoku
ゆうびんやさん,mailman,yūbinyasan
ゆうべ,last night,yūbe
ゆうぼう,promising,yūbō
ゆうほどう,pedestrian walkway,yūhodō
ゆうめい,famous,yūmei
ゆうめいじん,celebrity,yūmeijin
ゆーもあ,humor,yūmoa
ゆうやけ,sunset glow,yūyake
ゆうり,advantageous,yūri
ゆうりょう,fee-charging,yūryō
ゆうりょく,powerful,yūryoku
ゆうれい,spirit,yūrei
ゆか,floor,yuka
ゆかい,pleasant,yukai
ゆき,snow,yuki
ゆき,going,yuki
ゆきかき,snow shoveling,yukikaki
ゆきだるま,snowman,yukidaruma
ゆくえ,one's whereabouts,yukue
ゆげ,steam,yuge
ゆしゅつ,export,yushutsu
ゆずる,transfer,yuzuru
ゆそう,transport,yusō
ゆたか,abundant,yutaka
ゆだん,inattention,yudan
ゆっくり,slowly,yukkuri
ゆったり,comfortable,yuttari
ゆでる,boil,yuderu
ゆとり,room,yutori
ゆにゅう,import,yunyū
ゆのみ,teacup,yunomi
ゆび,finger,yubi
ゆびさす,point to,yubisasu
ゆびわ,ring,yubiwa
ゆめ,dream,yume
ゆりかご,cradle,yurikago
ゆるい,slack,yurui
ゆるす,permit,yurusu
ゆるむ,slacken,yurumu
ゆるめる,loosen,yurumeru
ゆるやか,slack,yuruyaka
ゆれる,shake,yureru
よ,night,yo
よ,world,yo
よあけ,dawn,yoake
よい,good,yoi
よう,way,yō
よう,things to do,yō
よう,get drunk,yō
ようい,prepare,yōi
ようい,easy,yōi
よういん,primary factor,yōin
ようか,eight days,yōka
ようが,foreign film,yōga
ようかん,Yokan (Japanese red bean jelly) ,yōkan
ようき,cheerful,yōki
ようき,receptacle,yōki
ようきゅう,requirement,yōkyū
ようけん,matter,yōken
ようこう,important points,yōkō
ようこそ,welcome,yōkoso
ようし,blank form,yōshi
ようし,gist,yōshi
ようじ,things to do,yōji
ようじ,young child,yōji
ようしき,Western style,yōshiki
ようしつ,Western-style room,yōshitsu
ようしょく,Western cooking,yōshoku
ようじん,care,yōjin
ようす,appearance,yōsu
ようする,require,yōsuru
ようするに,in a word,yōsuruni
ようせい,request,yōsei
ようち,childish,yōchi
ようちえん,kindergarten,yōchien
ようちゅう,larva,yōchū
ようてん,main point,yōten
ようと,use,yōto
ようなし,pear,yōnashi
ようび,day of the week,yōbi
ようふう,Western style,yōfū
ようふく,clothes,yōfuku
ようぼう,demand,yōbō
ようま,Western-style room,yōma
ようやく,at last,yōyaku
ようれい,example,yōrei
よーぐると,yogurt,yōguruto
よきん,deposit,yokin
よく,often,yoku
よく,well,yoku
よく,desire,yoku
よくあさ,the following morning,yokuasa
よくじつ,the following day,yokujitsu
よくそう,bathtub,yokusō
よくねん,the following year,yokunen
よくばり,greed,yokubari
よくぼう,desire,yokubō
よけい,excess,yokei
よける,avoid,yokeru
よける,move out the way,yokeru
よげん,prediction,yogen
よこ,side,yoko
よこがお,profile,yokogao
よこがき,horizontal writing,yokogaki
よこぎる,cross,yokogiru
よこす,send,yokosu
よごす,make dirty,yogosu
よごれ,dirt,yogore
よごれる,become dirty,yogoreru
よさん,budget,yosan
よしゅう,preparation,yoshū
よす,quit,yosu
よせる,draw near,yoseru
よそ,somewhere else,yoso
よそう,prospect,yosō
よそみ,look around,yosomi
よぞら,night sky,yozora
よだれ,drool,yodare
よち,room,yochi
よっか,four days,yokka
よつかど,street corner,yotsukado
よっきゅう,want,yokkyū
よっつ,four (things),yottsu
よっと,sailboat,yotto
よっぱらい,drunkard,yopparai
よっぱらう,get drunk,yopparau
よてい,schedule,yotei
よなか,midnight,yonaka
よのなか,the world,yononaka
よび,reserve,yobi
よびかける,call to,yobikakeru
よびこう,cram school,yobikō
よびだす,call,yobidasu
よぶ,call,yobu
よふかし,sitting up late at night,yofukashi
よぶん,excess,yobun
よほう,forecast,yohō
よぼう,prevention,yobō
よほど,very,yohodo
よみ,reading,yomi
よみかき,reading and writing,yomikaki
よみかた,way of reading,yomikata
よむ,read,yomu
よめ,bride,yome
よやく,reservation,yoyaku
よゆう,room,yoyū
より,more,yori
よりあつまる,gather,yoriatsumaru
よりかかる,lean against something,yorikakaru
よりみち,dropping by,yorimichi
よる,night (from sunset to sunrise),yoru
よる,be caused by,yoru
よる,be caused by,yoru
よる,stop by,yoru
よろこばす,please,yorokobasu
よろこび,joy,yorokobi
よろこぶ,be happy,yorokobu
よろしい,all right,yoroshii
よろしく,properly,yoroshiku
よろん,public opinion,yoron
よわい,weak,yowai
よわき,timid,yowaki
よわまる,weaken,yowamaru
よわみ,weakness,yowami
よわめる,weaken,yowameru
よわる,weaken,yowaru
よん,four,yon
らーめん,ramen (Chinese noodles),raamen
らーゆ,chili oil,rāyu
らいげつ,next month,raigetsu
らいしゅう,next week,raishū
らいたー,lighter,raitaa
らいにち,coming to Japan,rainichi
らいねん,next year,rainen
らいばる,rival,raibaru
らいふじゃけっと,life jacket,raifu jaketto
らいふせーばー,lifeguard,raifu sēbā
らいぶはうす,gig venue ,raibu hausu
らいむぎ,rye,raimugi
らく,comfort,raku
らくご,rakugo,rakugo
らくだ,camel,rakuda
らくだい,failing an exam,rakudai
らぐびー,rugby,ragubii
らけっと,racket,raketto
らじお,radio,rajio
らっしゅ,rush,rasshu
らっしゅあわー,rush hour,rasshuawaa
らっぴんぐ,wrapping,rappingu
らっぷ,plastic wrap,rappu
らん,column,ran
らんち,lunch,ranchi
らんどせる,school satchel,randoseru
らんにんぐ,running,ranningu
らんぼう,violence,ranbō
りーど,the lead,riido
りえき,profit,rieki
りか,science,rika
りかい,understanding,rikai
りく,land,riku
りくえすと,request,rikuesuto
りくじょう,land,rikujō
りくつ,reason,rikutsu
りけい,science,rikei
りこう,clever,rikō
りこん,divorce,rikon
りし,interest,rishi
りずむ,rhythm,rizumu
りせい,reason,risei
りそう,ideal,risō
りそく,interest,risoku
りつ,ratio,ritsu
りっとる,liter,rittoru
りっぱ,fine,rippa
りにゅうしょく,baby food,rinyūshoku
りびんぐ,living room,ribingu
りぼん,ribbon,ribon
りゃく,abbreviation,ryaku
りゃくす,abbreviate,ryakusu
りゆう,reason,riyū
りゅうがく,studying abroad,ryūgaku
りゅうがくせい,student studying abroad,ryūgakusei
りゅうこう,fashion,ryūkō
りゅうつう,circulation,ryūtsū
りゅっくさっく,backpack,ryukkusakku
りょう,quantity,ryō
りょう,dormitory,ryō
りよう,utilization,riyō
りょういき,territory,ryōiki
りょうがえ,money changing,ryōgae
りょうがわ,both sides,ryōgawa
りょうきん,charge,ryōkin
りょうじかん,consulate,ryōjikan
りょうしゃ,both,ryōsha
りょうしゅうしょ,receipt,ryōshūsho
りょうしん,parents,ryōshin
りょうしん,conscience,ryōshin
りょうて,both hands,ryōte
りょうど,territory,ryōdo
りょうほう,both,ryōhō
りょうめん,both sides,ryōmen
りょうり,cooking,ryōri
りょうりつ,managing two things,ryōritsu
りょかく,traveler,ryokaku
りょかくき,passenger plane,ryokakuki
りょかん,Japanese inn,ryokan
りょくちゃ,green tea,ryokucha
りょこう,travel,ryokō
りょひ,traveling expenses,ryohi
りりく,takeoff,ririku
りれき,history,rireki
りれきしょ,resume,rirekisho
りろん,theory,riron
りんご,apple,ringo
りんごあめ,candied apple,ringoame
りんじ,temporary,rinji
りんす,conditioner,rinsu
るいじんえん,ape,ruijinen
るいぼすてぃー,rooibos tea,ruibosu tī
るーずそっくす,loose socks,rūzu sokkusu
るーずりーふ,loose leaf,rūzu rīfu
るーと,route,rūto
るーむさーびす,room service,rūmu sābisu
るーむめいと,roommate,rūmu meito
るーる,rule,rūru
るーれっと,roulette,rūretto
るす,not at home,rusu
るすでん,voice mail,rusuden
るすばん,caretaking,rusuban
るびー,ruby,rubī
れい,example,rei
れい,zero,rei
れい,bow,rei
れいか,below zero,reika
れいがい,exception,reigai
れいぎ,good manners,reigi
れいせい,cool,reisei
れいぞうこ,refrigerator,reizōko
れいだい,example,reidai
れいたん,cool,reitan
れいとう,freezing,reitō
れいねん,normal year,reinen
れいぶん,illustrative sentence,reibun
れいぼう,air conditioning,reibō
れいんこーと,raincoat,reinkōto
れきし,history,rekishi
れきしてき,historical,rekishiteki
れくりえーしょん,recreation,rekuriēshon
れげえ,reggae,regē
れこーど,record,rekōdo
れじ,checkout,reji
れしーと,receipt,reshiito
れしぴ,recipe,reshipi
れすとらん,restaurant,resutoran
れつ,row,retsu
れっしゃ,train,ressha
れっとう,archipelago,rettō
れべる,level,reberu
れぽーと,report,repōto
れもん,lemon,remon
れんあい,love,ren'ai
れんが,brick,renga
れんきゅう,consecutive holidays,renkyū
れんこん,lotus root,renkon
れんじつ,day after day,renjitsu
れんしゅう,practice,renshū
れんず,lens,renzu
れんぞく,continuation,renzoku
れんたかー,rental car,rentakā
れんたる,rental,rentaru
れんとげん,X-rays,rentogen
れんにゅう,condensed milk,rennyū
れんらく,connection,renraku
ろうか,hallway,rōka
ろうがんきょう,reading glasses,rōgankyō
ろうじん,old person,rōjin
ろうそく,candle,rōsoku
ろうどう,labor,rōdō
ろうどうしゃ,laborer,rōdōsha
ろうりょく,labor,rōryoku
ろーすはむ,loin ham,rōsu hamu
ろーぷ,rope,rōpu
ろーまじ,Roman alphabet,rōmaji
ろく,six,roku
ろくおん,sound recording,rokuon
ろくおんてーぷ,tape,rokuontēpu
ろくが,videotaping,rokuga
ろくに,hardly,rokuni
ろぐはうす,log cabin,roguhausu
ろけっと,rocket,roketto
ろっかー,locker,rokkā
ろっく,rock (music),rokku
ろてんぶろ,open-air bath,rotenburo
ろびー,lobby,robī
ろふと,loft,rofuto
ろぼっと,robot,robotto
ろまんちっく,romantic,romanchikku
ろん,argument,ron
ろんじる,argue,ronjiru
ろんぶん,thesis,ronbun
ろんり,logic,ronri
ろんりてき,logical,ronriteki
わーぷろ,word processor,waapuro
わいしゃつ,(business) shirt,waishatsu
わいぱー,windshield wiper,waipā
わいやれす,wireless,waiyaresu
わいん,wine,wain
わえい,Japanese-English,waei
わかい,young,wakai
わがくに,our country,wagakuni
わかす,boil,wakasu
わがまま,selfishness,wagamama
わかもの,young person,wakamono
わがや,one's home,wagaya
わかる,understand,wakaru
わかれ,separation,wakare
わかれる,separate,wakareru
わかれる,be divided,wakareru
わかわかしい,youthful,wakawakashii
わく,boil,waku
わく,frame,waku
わく,well up,waku
わくせい,planet,wakusei
わくちん,vaccine,wakuchin
わくわく,feel excited,wakuwaku
わけ,reason,wake
わける,divide into parts,wakeru
わご,native Japanese word,wago
わざと,on purpose,wazato
わさび,wasabi,wasabi
わざわざ,go to a lot of trouble,wazawaza
わしき,Japanese style,washiki
わしつ,Japanese style room,washitsu
わしょく,Japanese-style food,washoku
わずか,few,wazuka
わすれもの,forgotten item,wasuremono
わすれる,forget,wasureru
わたあめ,cotton candy,wataame
わだい,topic of conversation,wadai
わたくし,I,watakushi
わたし,I,watashi
わたしたち,we,watashitachi
わたす,carry across,watasu
わたりどり,migratory bird,migratory bird
わたる,cross,wataru
わびる,apologize,wabiru
わふう,Japanese style,wafū
わふく,Japanese clothes,wafuku
わらい,laughter,warai
わらいごえ,laughter,waraigoe
わらう,laugh,warau
わらびもち,warabi mochi,warabimochi
わり,rate,wari
わりあい,rate,wariai
わりあいに,relatively,wariaini
わりあて,assignment,wariate
わりあてる,assign,wariateru
わりかん,warrikan,splitting the bill
わりこむ,cut in,warikomu
わりざん,division,warizan
わりに,comparatively,warini
わりばし,disposable chopsticks,waribashi
わりびき,discount,waribiki
わりびく,give a discount,waribiku
わる,divide,waru
わるい,bad,warui
わるがしこい,cunning,warugashikoi
わるくち,slander,warukuchi
われる,crack,wareru
われわれ,we,wareware
わん,bay,wan
わんぴーす,dress,wanpiisu
ごひゃくえん,500 yen,gohyaku en
いちがつ,January,ichigatsu
にがつ,February,nigatsu
さんがつ,March,sangatsu
しがつ,April,shigatsu
ごがつ,May,gogatsu
ろくがつ,June,rokugatsu
しちがつ,July,shichigatsu
はちがつ,August,hachigatsu
くがつ,September,kugatsu
じゅうがつ,October,jūgatsu
じゅういちがつ,November,jūichigatsu
じゅうにがつ,December,jūnigatsu
おひつじざ,Aries,ohitsujiza
おうしざ,Taurus,oushiza
ふたござ,Gemini,futagoza
かにざ,Cancer,kaniza
ししざ,Leo,shishiza
おとめざ,Virgo,otomeza
